"siteID","sampleID","dayOfYear","dateSet","dateSample","dateTimeSet","dateTimeSample","crew","gear","sampleGroup","effort","effortUnits","distanceShocked","useCPUE","useSampleMarkRecap","comments","metadataID","entryFile"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1630_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 15:30:00","5/30/2019 16:30:00","JP,AT","AN","2019_fishscapes_survey",1,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1630.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1808_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 18:08:00","AMK","AN","2019_fishscapes_survey",1.63,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1808.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1919_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 19:19:00","AT","AN","2019_fishscapes_survey",2.82,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1919.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_2020_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 17:35:00","5/30/2019 20:20:00","MS","AN","2019_fishscapes_survey",2.75,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_2020.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_2030_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 20:30:00","JP,FF","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_2030.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190615_1630_AN_Fishscapes.Angling.20180625",166,"2019-06-15","2019-06-15","6/15/2019 15:20:00","6/15/2019 16:30:00","AK,FF,MS","AN","2019_fishscapes_survey",1.17,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-15_1630.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190615_1930_AN_Fishscapes.Angling.20180625",166,"2019-06-15","2019-06-15","6/15/2019 16:30:00","6/15/2019 19:30:00","MS,AMK,FF","AN","2019_fishscapes_survey",3,"angler_hours","0","yes","yes","""NICE day","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-15_1930.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190624_0950_AN_Fishscapes.Angling.20180625",175,"2019-06-24","2019-06-24","6/24/2019 5:50:00","6/24/2019 9:50:00","AT,FF,AMK","AN","2019_fishscapes_survey",3.6,"angler_hours","0","yes","yes","incoming storm stop 745 800 stop 900 909","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-24_0950.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190624_1215_AN_Fishscapes.Angling.20180625",175,"2019-06-24","2019-06-24","6/24/2019 10:33:00","6/24/2019 12:15:00","JC,AK,AT","AN","2019_fishscapes_survey",1.08,"angler_hours","0","yes","yes","no storm ended because no dingers BC 1108 1145","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-24_1215.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190716_2225_BE_FishscapesSurvey0.5mile.20180606",197,"2019-07-16","2019-07-16","7/16/2019 22:15:00","7/16/2019 22:25:00","JP, FF, CD","BE","2019_fishscapes_survey",0.17,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey0.5mile.20180606","fishScapes2019_BOT_2019-07-16_2225.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190716_2320_BE_FishscapesSurvey.1.5mile.20180607",197,"2019-07-16","2019-07-16","7/16/2019 22:40:00","7/16/2019 23:20:00","JP, FF, CD","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","1.5","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","fishScapes2019_BOT_2019-07-16_2320.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190716_2350_BE_FishscapesSurvey0.5mile.20180606",197,"2019-07-16","2019-07-16","7/16/2019 23:40:00","7/16/2019 23:50:00","JP, FF, CD","BE","2019_fishscapes_survey",0.17,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey0.5mile.20180606","fishScapes2019_BOT_2019-07-16_2350.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190717_0045_BE_FishscapesSurvey.1.5mile.2018060",198,"2019-07-17","2019-07-17","7/17/2019 0:20:00","7/17/2019 0:45:00","FF, JP, CD","BE","2019_fishscapes_survey",0.42,"electrofishing_hours","1.12","yes","yes","SO MANY MSK missed or partially shocked","FishscapesSurvey.1.5mile.2018060","fishScapes2019_BOT_2019-07-17_0045.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190721_0945_AN_Fishscapes.Angling.20180625",202,"2019-07-21","2019-07-21","7/21/2019 5:05:00","7/21/2019 9:45:00","AT, MS, JP","AN","2019_fishscapes_survey",4.586666667,"angler_hours","0","yes","yes","break 715 to 720","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-07-21_0945.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190721_1230_AN_Fishscapes.Angling.20180625",202,"2019-07-21","2019-07-21","7/21/2019 10:00:00","7/21/2019 12:30:00","AT, JC, JP","AN","2019_fishscapes_survey",2,"angler_hours","0","yes","yes","break 1020 to 1030 and 1100 to 1120","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-07-21_1230.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190603_2230_BE_FishscapesSurvey.0.5mile.20180606",154,"2019-06-03","2019-06-03","6/3/2019 22:05:00","6/3/2019 22:30:00","DS,FF,MS","BE","2019_fishscapes_survey",0.42,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","fishScapes2019_BY_2019-06-03_2230.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190604_0025_BE_FishscapesSurvey.1.5mile.20180607",155,"2019-06-03","2019-06-04","6/3/2019 23:40:00","6/4/2019 0:25:00","DS,MS,FF","BE","2019_fishscapes_survey",0.75,"electrofishing_hours","1.34","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","fishScapes2019_BY_2019-06-04_0025.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190605_2255_BE_FishscapesSurvey.hotBassLap.20180607",156,"2019-06-05","2019-06-05","6/5/2019 22:15:00","6/5/2019 22:55:00","DS,FF,MS","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-05_2255.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0000_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-05","2019-06-06","6/5/2019 23:30:00","6/6/2019 0:00:00","DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","0.9","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0000.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0140_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-06","2019-06-06","6/6/2019 0:25:00","6/6/2019 1:40:00","DS,MS,FF","BE","2019_fishscapes_survey",1.25,"electrofishing_hours","1.87","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0140.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0330_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-06","2019-06-06","6/6/2019 2:20:00","6/6/2019 3:30:00","DS,MS,FF","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.88","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0330.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0105_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 0:00:00","6/11/2019 1:05:00","DS,FF,MS","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0105.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0235_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 1:30:00","6/11/2019 2:35:00","DS,MS,FF","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","1.94","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0235.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0325_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 2:55:00","6/11/2019 3:25:00","DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","1","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0325.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190612_2250_BE_FishscapesSurvey.hotBassLap.20180607",163,"2019-06-12","2019-06-12","6/12/2019 21:55:00","6/12/2019 22:50:00","DS,MS,FF","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.84","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-12_2250.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0020_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-12","2019-06-13","6/12/2019 23:20:00","6/13/2019 0:20:00","DS, MS, FF","BE","2019_fishscapes_survey",1,"electrofishing_hours","1.83","yes","no",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0020.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0130_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 0:35:00","6/13/2019 1:30:00","DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0130.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0250_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 1:45:00","6/13/2019 2:50:00","MS, DS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0250.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0355_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 3:00:00","6/13/2019 3:55:00","DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","yes","no",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0355.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_0946_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 5:45:00","6/22/2019 9:46:00","JC,ALK,DS","AN","2019_fishscapes_survey",4.02,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_0946.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_1148_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 10:17:00","6/22/2019 11:48:00","JC,ALK,CI","AN","2019_fishscapes_survey",1.52,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_1148.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_1703_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 12:23:00","6/22/2019 17:03:00","JC,AK,DS","AN","2019_fishscapes_survey",4.67,"angler_hours","0","yes","yes","could not spine or clip","Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_1703.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0025_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-24","2019-06-25","6/24/2019 23:30:00","6/25/2019 0:25:00","AS,AL,CD","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.77","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0025.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0210_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-25","2019-06-25","6/25/2019 1:00:00","6/25/2019 2:10:00","AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.91","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0210.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0350_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-25","2019-06-25","6/25/2019 2:40:00","6/25/2019 3:50:00","AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.81","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0350.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190703_1600_AN_Fishscapes.Angling.20180625",184,"2019-07-03","2019-07-03","7/3/2019 13:50:00","7/3/2019 16:00:00","AMK, FF, CD","AN","2019_fishscapes_survey",1.753333333,"angler_hours","0","yes","yes","BREAK 14:50-15:15","Fishscapes.Angling.20180625","fishScapes2019_BY_2019-07-03_1600.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190703_2045_AN_Fishscapes.Angling.20180625",184,"2019-07-03","2019-07-03","7/3/2019 16:45:00","7/3/2019 20:45:00","AMK, FF, CD","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BY_2019-07-03_2045.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190711_0854_AN_Fishscapes.Angling.20180625",192,"2019-07-11","2019-07-11","7/11/2019 5:54:00","7/11/2019 8:54:00","AL, ALK, AS","AN","2019_fishscapes_survey",2.483333333,"angler_hours","0","yes","yes","break 744 to 815 white caps","Fishscapes.Angling.20180625","fishScapes2019_BY_2019-07-11_0854.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190717_2305_BE_FishscapesSurvey.hotBassLap.20180607",198,"2019-07-17","2019-07-17","7/17/2019 22:05:00","7/17/2019 23:05:00","JP, FF, CD","BE","2019_fishscapes_survey",1,"electrofishing_hours","2.08","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-07-17_2305.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190724_2350_BE_FishscapesSurvey.hotBassLap.20180607",205,"2019-07-24","2019-07-24","7/24/2019 22:10:00","7/24/2019 23:50:00","AL,FF,CD","BE","2019_fishscapes_survey",1.67,"electrofishing_hours","2.36","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-07-24_2350.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190613_0932_AN_Fishscapes.Angling.20180625",164,"2019-06-13","2019-06-13","6/13/2019 5:50:00","6/13/2019 9:32:00","CD,AMK,AT","AN","2019_fishscapes_survey",3.7,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-13_0932.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190613_1237_AN_Fishscapes.Angling.20180625",164,"2019-06-13","2019-06-13","6/13/2019 11:15:00","6/13/2019 12:37:00","AS,CD,AK","AN","2019_fishscapes_survey",1.37,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-13_1200.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190616_1523_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 14:50:00","6/16/2019 15:23:00","CI,MS,FF","AN","2019_fishscapes_survey",0.55,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-16_1523.csv"
