wbic,HUC10,Developed,Barren,Forest,Shrub.Scrub,Grassland,Pasture.hay,Cultivated,Wetlands
9100,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
9200,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
9300,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
9500,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
9600,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
9700,404000305,0.985530928,0,0.005586515,0.000237427,0.002946886,0,0,0.005698244
10000,404000305,0.985530928,0,0.005586515,0.000237427,0.002946886,0,0,0.005698244
10100,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
10200,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
10300,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
10400,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
10500,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
10600,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
11000,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
11300,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
11400,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
11600,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
11800,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
11900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
12000,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
12025,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
12100,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
12370,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
12400,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
12500,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
12600,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
12800,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
13000,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
13500,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
13600,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
13900,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
14400,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
14700,404000201,0.699621475,0.005102723,0.113657642,0.011409234,0.032194639,0.03698304,0.067164678,0.033866567
15500,404000305,0.985530928,0,0.005586515,0.000237427,0.002946886,0,0,0.005698244
15800,404000305,0.985530928,0,0.005586515,0.000237427,0.002946886,0,0,0.005698244
16600,404000304,0.692878231,0.000289493,0.060713599,0.004157714,0.010988243,0.046194045,0.130366533,0.054412143
19900,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
20300,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
21700,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
22100,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
22200,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
22300,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
22800,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
23700,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24000,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24100,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24300,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24500,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24700,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
24900,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
25100,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
25300,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
25600,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
26400,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26700,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26750,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26900,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
27500,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
27900,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28100,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28300,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28600,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29000,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29300,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29400,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29700,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
30300,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
30500,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
31900,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32500,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32700,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32800,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
34100,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34300,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34500,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34600,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34700,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35000,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35400,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35750,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36000,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36200,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36700,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36800,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
37800,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
37900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38000,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38200,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38500,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38700,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
40900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
41900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42200,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42400,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42700,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42800,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43100,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43300,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43700,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43900,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
44600,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
45000,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45100,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45200,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
45300,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45400,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
45500,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45600,403010112,0.174105608,0.005997461,0.046067668,0.004204944,0.005489581,0.205437299,0.46554261,0.093154829
45800,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
46000,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46100,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
46200,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46300,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46400,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46500,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46600,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46700,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46800,403010112,0.174105608,0.005997461,0.046067668,0.004204944,0.005489581,0.205437299,0.46554261,0.093154829
47300,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47400,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47500,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47700,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
48000,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
48100,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
48300,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
48600,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
48700,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
48760,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
48790,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
48800,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
48900,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
49100,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
49300,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
49400,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
49800,403010112,0.174105608,0.005997461,0.046067668,0.004204944,0.005489581,0.205437299,0.46554261,0.093154829
52200,403010110,0.067797824,0.001371031,0.087582279,0.004535998,0.006353808,0.215019952,0.544824528,0.07251458
52500,403010110,0.067797824,0.001371031,0.087582279,0.004535998,0.006353808,0.215019952,0.544824528,0.07251458
52900,403010110,0.067797824,0.001371031,0.087582279,0.004535998,0.006353808,0.215019952,0.544824528,0.07251458
53000,403010110,0.067797824,0.001371031,0.087582279,0.004535998,0.006353808,0.215019952,0.544824528,0.07251458
54600,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
55300,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
55600,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
56000,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
56200,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
56600,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
56700,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
57900,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
58000,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
58200,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
58400,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
58900,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
59300,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
60500,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
60800,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
60900,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
61200,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
62700,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
63600,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
63700,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
63800,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
64000,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
64200,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
64300,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
65600,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
66200,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
66600,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
66800,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
67100,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
67200,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
67400,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
67700,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
67900,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
68100,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
68300,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
68400,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
68600,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
68700,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
69000,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
69800,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
70000,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
70100,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
70700,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
71700,403010105,0.062198937,0.002303784,0.075232232,0.006811467,0.007523545,0.450384877,0.297954949,0.09759021
72100,403010105,0.062198937,0.002303784,0.075232232,0.006811467,0.007523545,0.450384877,0.297954949,0.09759021
72700,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
72800,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
73100,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
74300,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
74700,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
74800,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
74900,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
75200,403010106,0.130990137,0.003246549,0.062857247,0.008449144,0.007822154,0.33510879,0.292069695,0.159456285
77200,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
77300,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
77500,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
77600,403010103,0.076819401,0.002690979,0.045374046,0.004259567,0.00644455,0.282281398,0.45380026,0.128329799
79100,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
79300,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
79500,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
79600,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
79800,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
81000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
81200,403010104,0.069736675,0.001596351,0.057593401,0.004069777,0.003381695,0.249603206,0.45635999,0.157658906
82800,403010102,0.081454041,0.002223865,0.096180174,0.01179884,0.009867903,0.481781643,0.247568395,0.069125141
82900,403010102,0.081454041,0.002223865,0.096180174,0.01179884,0.009867903,0.481781643,0.247568395,0.069125141
83000,403010102,0.081454041,0.002223865,0.096180174,0.01179884,0.009867903,0.481781643,0.247568395,0.069125141
83100,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
83700,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
84600,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
84700,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
85000,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
85200,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
85300,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
85400,403010101,0.070970858,0.004838793,0.063193413,0.009612916,0.00213409,0.456921623,0.249142655,0.143185653
87900,403010102,0.081454041,0.002223865,0.096180174,0.01179884,0.009867903,0.481781643,0.247568395,0.069125141
89800,403010102,0.081454041,0.002223865,0.096180174,0.01179884,0.009867903,0.481781643,0.247568395,0.069125141
90600,403010203,0.065284137,0.00123794,0.082175631,0.006513922,0.004485076,0.524923366,0.252328506,0.063051424
91400,403010203,0.065284137,0.00123794,0.082175631,0.006513922,0.004485076,0.524923366,0.252328506,0.063051424
92600,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
92700,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
92900,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93100,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93200,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93300,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93400,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93500,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
93700,403010201,0.088424107,0.007791775,0.227423737,0.008127702,0.006008398,0.303257997,0.114276893,0.244689391
